Order26	POAexemptCode	Description
81404	T60.3X2D	"Toxic effect of herbicides and fungicides, intentional self-harm, subsequent encounter"
81405	T60.3X2S	"Toxic effect of herbicides and fungicides, intentional self-harm, sequela"
81408	T60.3X3D	"Toxic effect of herbicides and fungicides, assault, subsequent encounter"
81409	T60.3X3S	"Toxic effect of herbicides and fungicides, assault, sequela"
81412	T60.3X4D	"Toxic effect of herbicides and fungicides, undetermined, subsequent encounter"
81413	T60.3X4S	"Toxic effect of herbicides and fungicides, undetermined, sequela"
81418	T60.4X1D	"Toxic effect of rodenticides, accidental (unintentional), subsequent encounter"
81419	T60.4X1S	"Toxic effect of rodenticides, accidental (unintentional), sequela"
81422	T60.4X2D	"Toxic effect of rodenticides, intentional self-harm, subsequent encounter"
81423	T60.4X2S	"Toxic effect of rodenticides, intentional self-harm, sequela"
81426	T60.4X3D	"Toxic effect of rodenticides, assault, subsequent encounter"
81427	T60.4X3S	"Toxic effect of rodenticides, assault, sequela"
81430	T60.4X4D	"Toxic effect of rodenticides, undetermined, subsequent encounter"
81431	T60.4X4S	"Toxic effect of rodenticides, undetermined, sequela"
81436	T60.8X1D	"Toxic effect of other pesticides, accidental (unintentional), subsequent encounter"
81437	T60.8X1S	"Toxic effect of other pesticides, accidental (unintentional), sequela"
81440	T60.8X2D	"Toxic effect of other pesticides, intentional self-harm, subsequent encounter"
81441	T60.8X2S	"Toxic effect of other pesticides, intentional self-harm, sequela"
81444	T60.8X3D	"Toxic effect of other pesticides, assault, subsequent encounter"
81445	T60.8X3S	"Toxic effect of other pesticides, assault, sequela"
81448	T60.8X4D	"Toxic effect of other pesticides, undetermined, subsequent encounter"
81449	T60.8X4S	"Toxic effect of other pesticides, undetermined, sequela"
81453	T60.91XD	"Toxic effect of unspecified pesticide, accidental (unintentional), subsequent encounter"
81454	T60.91XS	"Toxic effect of unspecified pesticide, accidental (unintentional), sequela"
81457	T60.92XD	"Toxic effect of unspecified pesticide, intentional self-harm, subsequent encounter"
81458	T60.92XS	"Toxic effect of unspecified pesticide, intentional self-harm, sequela"
81461	T60.93XD	"Toxic effect of unspecified pesticide, assault, subsequent encounter"
81462	T60.93XS	"Toxic effect of unspecified pesticide, assault, sequela"
81465	T60.94XD	"Toxic effect of unspecified pesticide, undetermined, subsequent encounter"
81466	T60.94XS	"Toxic effect of unspecified pesticide, undetermined, sequela"
81471	T61.01XD	"Ciguatera fish poisoning, accidental (unintentional), subsequent encounter"
81472	T61.01XS	"Ciguatera fish poisoning, accidental (unintentional), sequela"
81475	T61.02XD	"Ciguatera fish poisoning, intentional self-harm, subsequent encounter"
81476	T61.02XS	"Ciguatera fish poisoning, intentional self-harm, sequela"
81479	T61.03XD	"Ciguatera fish poisoning, assault, subsequent encounter"
81480	T61.03XS	"Ciguatera fish poisoning, assault, sequela"
81483	T61.04XD	"Ciguatera fish poisoning, undetermined, subsequent encounter"
81484	T61.04XS	"Ciguatera fish poisoning, undetermined, sequela"
81488	T61.11XD	"Scombroid fish poisoning, accidental (unintentional), subsequent encounter"
81489	T61.11XS	"Scombroid fish poisoning, accidental (unintentional), sequela"
81492	T61.12XD	"Scombroid fish poisoning, intentional self-harm, subsequent encounter"
81493	T61.12XS	"Scombroid fish poisoning, intentional self-harm, sequela"
81496	T61.13XD	"Scombroid fish poisoning, assault, subsequent encounter"
81497	T61.13XS	"Scombroid fish poisoning, assault, sequela"
81500	T61.14XD	"Scombroid fish poisoning, undetermined, subsequent encounter"
81501	T61.14XS	"Scombroid fish poisoning, undetermined, sequela"
81506	T61.771D	"Other fish poisoning, accidental (unintentional), subsequent encounter"
81507	T61.771S	"Other fish poisoning, accidental (unintentional), sequela"
81510	T61.772D	"Other fish poisoning, intentional self-harm, subsequent encounter"
81511	T61.772S	"Other fish poisoning, intentional self-harm, sequela"
81514	T61.773D	"Other fish poisoning, assault, subsequent encounter"
81515	T61.773S	"Other fish poisoning, assault, sequela"
81518	T61.774D	"Other fish poisoning, undetermined, subsequent encounter"
81519	T61.774S	"Other fish poisoning, undetermined, sequela"
81523	T61.781D	"Other shellfish poisoning, accidental (unintentional), subsequent encounter"
81524	T61.781S	"Other shellfish poisoning, accidental (unintentional), sequela"
81527	T61.782D	"Other shellfish poisoning, intentional self-harm, subsequent encounter"
81528	T61.782S	"Other shellfish poisoning, intentional self-harm, sequela"
81531	T61.783D	"Other shellfish poisoning, assault, subsequent encounter"
81532	T61.783S	"Other shellfish poisoning, assault, sequela"
81535	T61.784D	"Other shellfish poisoning, undetermined, subsequent encounter"
81536	T61.784S	"Other shellfish poisoning, undetermined, sequela"
81541	T61.8X1D	"Toxic effect of other seafood, accidental (unintentional), subsequent encounter"
81542	T61.8X1S	"Toxic effect of other seafood, accidental (unintentional), sequela"
81545	T61.8X2D	"Toxic effect of other seafood, intentional self-harm, subsequent encounter"
81546	T61.8X2S	"Toxic effect of other seafood, intentional self-harm, sequela"
81549	T61.8X3D	"Toxic effect of other seafood, assault, subsequent encounter"
81550	T61.8X3S	"Toxic effect of other seafood, assault, sequela"
81553	T61.8X4D	"Toxic effect of other seafood, undetermined, subsequent encounter"
81554	T61.8X4S	"Toxic effect of other seafood, undetermined, sequela"
81558	T61.91XD	"Toxic effect of unspecified seafood, accidental (unintentional), subsequent encounter"
81559	T61.91XS	"Toxic effect of unspecified seafood, accidental (unintentional), sequela"
81562	T61.92XD	"Toxic effect of unspecified seafood, intentional self-harm, subsequent encounter"
81563	T61.92XS	"Toxic effect of unspecified seafood, intentional self-harm, sequela"
81566	T61.93XD	"Toxic effect of unspecified seafood, assault, subsequent encounter"
81567	T61.93XS	"Toxic effect of unspecified seafood, assault, sequela"
81570	T61.94XD	"Toxic effect of unspecified seafood, undetermined, subsequent encounter"
81571	T61.94XS	"Toxic effect of unspecified seafood, undetermined, sequela"
81577	T62.0X1D	"Toxic effect of ingested mushrooms, accidental (unintentional), subsequent encounter"
81578	T62.0X1S	"Toxic effect of ingested mushrooms, accidental (unintentional), sequela"
81581	T62.0X2D	"Toxic effect of ingested mushrooms, intentional self-harm, subsequent encounter"
81582	T62.0X2S	"Toxic effect of ingested mushrooms, intentional self-harm, sequela"
81585	T62.0X3D	"Toxic effect of ingested mushrooms, assault, subsequent encounter"
81586	T62.0X3S	"Toxic effect of ingested mushrooms, assault, sequela"
81589	T62.0X4D	"Toxic effect of ingested mushrooms, undetermined, subsequent encounter"
81590	T62.0X4S	"Toxic effect of ingested mushrooms, undetermined, sequela"
81595	T62.1X1D	"Toxic effect of ingested berries, accidental (unintentional), subsequent encounter"
81596	T62.1X1S	"Toxic effect of ingested berries, accidental (unintentional), sequela"
81599	T62.1X2D	"Toxic effect of ingested berries, intentional self-harm, subsequent encounter"
81600	T62.1X2S	"Toxic effect of ingested berries, intentional self-harm, sequela"
81603	T62.1X3D	"Toxic effect of ingested berries, assault, subsequent encounter"
81604	T62.1X3S	"Toxic effect of ingested berries, assault, sequela"
81607	T62.1X4D	"Toxic effect of ingested berries, undetermined, subsequent encounter"
81608	T62.1X4S	"Toxic effect of ingested berries, undetermined, sequela"
81613	T62.2X1D	"Toxic effect of other ingested (parts of) plant(s), accidental (unintentional), subsequent encounter"
81614	T62.2X1S	"Toxic effect of other ingested (parts of) plant(s), accidental (unintentional), sequela"
81617	T62.2X2D	"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, subsequent encounter"
81618	T62.2X2S	"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela"
81621	T62.2X3D	"Toxic effect of other ingested (parts of) plant(s), assault, subsequent encounter"
81622	T62.2X3S	"Toxic effect of other ingested (parts of) plant(s), assault, sequela"
81625	T62.2X4D	"Toxic effect of other ingested (parts of) plant(s), undetermined, subsequent encounter"
81626	T62.2X4S	"Toxic effect of other ingested (parts of) plant(s), undetermined, sequela"
81631	T62.8X1D	"Toxic effect of other specified noxious substances eaten as food, accidental (unintentional), subsequent encounter"
81632	T62.8X1S	"Toxic effect of other specified noxious substances eaten as food, accidental (unintentional), sequela"
81635	T62.8X2D	"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, subsequent encounter"
81636	T62.8X2S	"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, sequela"
81639	T62.8X3D	"Toxic effect of other specified noxious substances eaten as food, assault, subsequent encounter"
81640	T62.8X3S	"Toxic effect of other specified noxious substances eaten as food, assault, sequela"
81643	T62.8X4D	"Toxic effect of other specified noxious substances eaten as food, undetermined, subsequent encounter"
81644	T62.8X4S	"Toxic effect of other specified noxious substances eaten as food, undetermined, sequela"
81648	T62.91XD	"Toxic effect of unspecified noxious substance eaten as food, accidental (unintentional), subsequent encounter"
81649	T62.91XS	"Toxic effect of unspecified noxious substance eaten as food, accidental (unintentional), sequela"
81652	T62.92XD	"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, subsequent encounter"
81653	T62.92XS	"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, sequela"
81656	T62.93XD	"Toxic effect of unspecified noxious substance eaten as food, assault, subsequent encounter"
81657	T62.93XS	"Toxic effect of unspecified noxious substance eaten as food, assault, sequela"
81660	T62.94XD	"Toxic effect of unspecified noxious substance eaten as food, undetermined, subsequent encounter"
81661	T62.94XS	"Toxic effect of unspecified noxious substance eaten as food, undetermined, sequela"
81667	T63.001D	"Toxic effect of unspecified snake venom, accidental (unintentional), subsequent encounter"
81668	T63.001S	"Toxic effect of unspecified snake venom, accidental (unintentional), sequela"
81671	T63.002D	"Toxic effect of unspecified snake venom, intentional self-harm, subsequent encounter"
81672	T63.002S	"Toxic effect of unspecified snake venom, intentional self-harm, sequela"
81675	T63.003D	"Toxic effect of unspecified snake venom, assault, subsequent encounter"
81676	T63.003S	"Toxic effect of unspecified snake venom, assault, sequela"
81679	T63.004D	"Toxic effect of unspecified snake venom, undetermined, subsequent encounter"
81680	T63.004S	"Toxic effect of unspecified snake venom, undetermined, sequela"
81684	T63.011D	"Toxic effect of rattlesnake venom, accidental (unintentional), subsequent encounter"
81685	T63.011S	"Toxic effect of rattlesnake venom, accidental (unintentional), sequela"
81688	T63.012D	"Toxic effect of rattlesnake venom, intentional self-harm, subsequent encounter"
81689	T63.012S	"Toxic effect of rattlesnake venom, intentional self-harm, sequela"
81692	T63.013D	"Toxic effect of rattlesnake venom, assault, subsequent encounter"
81693	T63.013S	"Toxic effect of rattlesnake venom, assault, sequela"
81696	T63.014D	"Toxic effect of rattlesnake venom, undetermined, subsequent encounter"
81697	T63.014S	"Toxic effect of rattlesnake venom, undetermined, sequela"
81701	T63.021D	"Toxic effect of coral snake venom, accidental (unintentional), subsequent encounter"
81702	T63.021S	"Toxic effect of coral snake venom, accidental (unintentional), sequela"
81705	T63.022D	"Toxic effect of coral snake venom, intentional self-harm, subsequent encounter"
81706	T63.022S	"Toxic effect of coral snake venom, intentional self-harm, sequela"
81709	T63.023D	"Toxic effect of coral snake venom, assault, subsequent encounter"
81710	T63.023S	"Toxic effect of coral snake venom, assault, sequela"
81713	T63.024D	"Toxic effect of coral snake venom, undetermined, subsequent encounter"
81714	T63.024S	"Toxic effect of coral snake venom, undetermined, sequela"
81718	T63.031D	"Toxic effect of taipan venom, accidental (unintentional), subsequent encounter"
81719	T63.031S	"Toxic effect of taipan venom, accidental (unintentional), sequela"
81722	T63.032D	"Toxic effect of taipan venom, intentional self-harm, subsequent encounter"
81723	T63.032S	"Toxic effect of taipan venom, intentional self-harm, sequela"
81726	T63.033D	"Toxic effect of taipan venom, assault, subsequent encounter"
81727	T63.033S	"Toxic effect of taipan venom, assault, sequela"
81730	T63.034D	"Toxic effect of taipan venom, undetermined, subsequent encounter"
81731	T63.034S	"Toxic effect of taipan venom, undetermined, sequela"
81735	T63.041D	"Toxic effect of cobra venom, accidental (unintentional), subsequent encounter"
81736	T63.041S	"Toxic effect of cobra venom, accidental (unintentional), sequela"
81739	T63.042D	"Toxic effect of cobra venom, intentional self-harm, subsequent encounter"
81740	T63.042S	"Toxic effect of cobra venom, intentional self-harm, sequela"
81743	T63.043D	"Toxic effect of cobra venom, assault, subsequent encounter"
81744	T63.043S	"Toxic effect of cobra venom, assault, sequela"
81747	T63.044D	"Toxic effect of cobra venom, undetermined, subsequent encounter"
81748	T63.044S	"Toxic effect of cobra venom, undetermined, sequela"
81752	T63.061D	"Toxic effect of venom of other North and South American snake, accidental (unintentional), subsequent encounter"
81753	T63.061S	"Toxic effect of venom of other North and South American snake, accidental (unintentional), sequela"
81756	T63.062D	"Toxic effect of venom of other North and South American snake, intentional self-harm, subsequent encounter"
81757	T63.062S	"Toxic effect of venom of other North and South American snake, intentional self-harm, sequela"
81760	T63.063D	"Toxic effect of venom of other North and South American snake, assault, subsequent encounter"
81761	T63.063S	"Toxic effect of venom of other North and South American snake, assault, sequela"
81764	T63.064D	"Toxic effect of venom of other North and South American snake, undetermined, subsequent encounter"
81765	T63.064S	"Toxic effect of venom of other North and South American snake, undetermined, sequela"
81769	T63.071D	"Toxic effect of venom of other Australian snake, accidental (unintentional), subsequent encounter"
81770	T63.071S	"Toxic effect of venom of other Australian snake, accidental (unintentional), sequela"
81773	T63.072D	"Toxic effect of venom of other Australian snake, intentional self-harm, subsequent encounter"
81774	T63.072S	"Toxic effect of venom of other Australian snake, intentional self-harm, sequela"
81777	T63.073D	"Toxic effect of venom of other Australian snake, assault, subsequent encounter"
81778	T63.073S	"Toxic effect of venom of other Australian snake, assault, sequela"
81781	T63.074D	"Toxic effect of venom of other Australian snake, undetermined, subsequent encounter"
81782	T63.074S	"Toxic effect of venom of other Australian snake, undetermined, sequela"
81786	T63.081D	"Toxic effect of venom of other African and Asian snake, accidental (unintentional), subsequent encounter"
81787	T63.081S	"Toxic effect of venom of other African and Asian snake, accidental (unintentional), sequela"
81790	T63.082D	"Toxic effect of venom of other African and Asian snake, intentional self-harm, subsequent encounter"
81791	T63.082S	"Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela"
81794	T63.083D	"Toxic effect of venom of other African and Asian snake, assault, subsequent encounter"
81795	T63.083S	"Toxic effect of venom of other African and Asian snake, assault, sequela"
81798	T63.084D	"Toxic effect of venom of other African and Asian snake, undetermined, subsequent encounter"
81799	T63.084S	"Toxic effect of venom of other African and Asian snake, undetermined, sequela"
81803	T63.091D	"Toxic effect of venom of other snake, accidental (unintentional), subsequent encounter"
81804	T63.091S	"Toxic effect of venom of other snake, accidental (unintentional), sequela"
81807	T63.092D	"Toxic effect of venom of other snake, intentional self-harm, subsequent encounter"
81808	T63.092S	"Toxic effect of venom of other snake, intentional self-harm, sequela"
81811	T63.093D	"Toxic effect of venom of other snake, assault, subsequent encounter"
81812	T63.093S	"Toxic effect of venom of other snake, assault, sequela"
81815	T63.094D	"Toxic effect of venom of other snake, undetermined, subsequent encounter"
81816	T63.094S	"Toxic effect of venom of other snake, undetermined, sequela"
81821	T63.111D	"Toxic effect of venom of gila monster, accidental (unintentional), subsequent encounter"
81822	T63.111S	"Toxic effect of venom of gila monster, accidental (unintentional), sequela"
81825	T63.112D	"Toxic effect of venom of gila monster, intentional self-harm, subsequent encounter"
81826	T63.112S	"Toxic effect of venom of gila monster, intentional self-harm, sequela"
81829	T63.113D	"Toxic effect of venom of gila monster, assault, subsequent encounter"
81830	T63.113S	"Toxic effect of venom of gila monster, assault, sequela"
81833	T63.114D	"Toxic effect of venom of gila monster, undetermined, subsequent encounter"
81834	T63.114S	"Toxic effect of venom of gila monster, undetermined, sequela"
81838	T63.121D	"Toxic effect of venom of other venomous lizard, accidental (unintentional), subsequent encounter"
81839	T63.121S	"Toxic effect of venom of other venomous lizard, accidental (unintentional), sequela"
81842	T63.122D	"Toxic effect of venom of other venomous lizard, intentional self-harm, subsequent encounter"
81843	T63.122S	"Toxic effect of venom of other venomous lizard, intentional self-harm, sequela"
81846	T63.123D	"Toxic effect of venom of other venomous lizard, assault, subsequent encounter"
81847	T63.123S	"Toxic effect of venom of other venomous lizard, assault, sequela"
81850	T63.124D	"Toxic effect of venom of other venomous lizard, undetermined, subsequent encounter"
81851	T63.124S	"Toxic effect of venom of other venomous lizard, undetermined, sequela"
81855	T63.191D	"Toxic effect of venom of other reptiles, accidental (unintentional), subsequent encounter"
81856	T63.191S	"Toxic effect of venom of other reptiles, accidental (unintentional), sequela"
81859	T63.192D	"Toxic effect of venom of other reptiles, intentional self-harm, subsequent encounter"
81860	T63.192S	"Toxic effect of venom of other reptiles, intentional self-harm, sequela"
81863	T63.193D	"Toxic effect of venom of other reptiles, assault, subsequent encounter"
81864	T63.193S	"Toxic effect of venom of other reptiles, assault, sequela"
81867	T63.194D	"Toxic effect of venom of other reptiles, undetermined, subsequent encounter"
81868	T63.194S	"Toxic effect of venom of other reptiles, undetermined, sequela"
81873	T63.2X1D	"Toxic effect of venom of scorpion, accidental (unintentional), subsequent encounter"
81874	T63.2X1S	"Toxic effect of venom of scorpion, accidental (unintentional), sequela"
81877	T63.2X2D	"Toxic effect of venom of scorpion, intentional self-harm, subsequent encounter"
81878	T63.2X2S	"Toxic effect of venom of scorpion, intentional self-harm, sequela"
81881	T63.2X3D	"Toxic effect of venom of scorpion, assault, subsequent encounter"
81882	T63.2X3S	"Toxic effect of venom of scorpion, assault, sequela"
81885	T63.2X4D	"Toxic effect of venom of scorpion, undetermined, subsequent encounter"
81886	T63.2X4S	"Toxic effect of venom of scorpion, undetermined, sequela"
81891	T63.301D	"Toxic effect of unspecified spider venom, accidental (unintentional), subsequent encounter"
81892	T63.301S	"Toxic effect of unspecified spider venom, accidental (unintentional), sequela"
81895	T63.302D	"Toxic effect of unspecified spider venom, intentional self-harm, subsequent encounter"
81896	T63.302S	"Toxic effect of unspecified spider venom, intentional self-harm, sequela"
81899	T63.303D	"Toxic effect of unspecified spider venom, assault, subsequent encounter"
81900	T63.303S	"Toxic effect of unspecified spider venom, assault, sequela"
81903	T63.304D	"Toxic effect of unspecified spider venom, undetermined, subsequent encounter"
81904	T63.304S	"Toxic effect of unspecified spider venom, undetermined, sequela"
81908	T63.311D	"Toxic effect of venom of black widow spider, accidental (unintentional), subsequent encounter"
81909	T63.311S	"Toxic effect of venom of black widow spider, accidental (unintentional), sequela"
81912	T63.312D	"Toxic effect of venom of black widow spider, intentional self-harm, subsequent encounter"
81913	T63.312S	"Toxic effect of venom of black widow spider, intentional self-harm, sequela"
81916	T63.313D	"Toxic effect of venom of black widow spider, assault, subsequent encounter"
81917	T63.313S	"Toxic effect of venom of black widow spider, assault, sequela"
81920	T63.314D	"Toxic effect of venom of black widow spider, undetermined, subsequent encounter"
81921	T63.314S	"Toxic effect of venom of black widow spider, undetermined, sequela"
81925	T63.321D	"Toxic effect of venom of tarantula, accidental (unintentional), subsequent encounter"
81926	T63.321S	"Toxic effect of venom of tarantula, accidental (unintentional), sequela"
81929	T63.322D	"Toxic effect of venom of tarantula, intentional self-harm, subsequent encounter"
81930	T63.322S	"Toxic effect of venom of tarantula, intentional self-harm, sequela"
81933	T63.323D	"Toxic effect of venom of tarantula, assault, subsequent encounter"
81934	T63.323S	"Toxic effect of venom of tarantula, assault, sequela"
81937	T63.324D	"Toxic effect of venom of tarantula, undetermined, subsequent encounter"
81938	T63.324S	"Toxic effect of venom of tarantula, undetermined, sequela"
81942	T63.331D	"Toxic effect of venom of brown recluse spider, accidental (unintentional), subsequent encounter"
81943	T63.331S	"Toxic effect of venom of brown recluse spider, accidental (unintentional), sequela"
81946	T63.332D	"Toxic effect of venom of brown recluse spider, intentional self-harm, subsequent encounter"
81947	T63.332S	"Toxic effect of venom of brown recluse spider, intentional self-harm, sequela"
81950	T63.333D	"Toxic effect of venom of brown recluse spider, assault, subsequent encounter"
81951	T63.333S	"Toxic effect of venom of brown recluse spider, assault, sequela"
81954	T63.334D	"Toxic effect of venom of brown recluse spider, undetermined, subsequent encounter"
81955	T63.334S	"Toxic effect of venom of brown recluse spider, undetermined, sequela"
81959	T63.391D	"Toxic effect of venom of other spider, accidental (unintentional), subsequent encounter"
81960	T63.391S	"Toxic effect of venom of other spider, accidental (unintentional), sequela"
81963	T63.392D	"Toxic effect of venom of other spider, intentional self-harm, subsequent encounter"
81964	T63.392S	"Toxic effect of venom of other spider, intentional self-harm, sequela"
81967	T63.393D	"Toxic effect of venom of other spider, assault, subsequent encounter"
81968	T63.393S	"Toxic effect of venom of other spider, assault, sequela"
81971	T63.394D	"Toxic effect of venom of other spider, undetermined, subsequent encounter"
81972	T63.394S	"Toxic effect of venom of other spider, undetermined, sequela"
81977	T63.411D	"Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional), subsequent encounter"
81978	T63.411S	"Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional), sequela"
81981	T63.412D	"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, subsequent encounter"
81982	T63.412S	"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, sequela"
81985	T63.413D	"Toxic effect of venom of centipedes and venomous millipedes, assault, subsequent encounter"
81986	T63.413S	"Toxic effect of venom of centipedes and venomous millipedes, assault, sequela"
81989	T63.414D	"Toxic effect of venom of centipedes and venomous millipedes, undetermined, subsequent encounter"
81990	T63.414S	"Toxic effect of venom of centipedes and venomous millipedes, undetermined, sequela"
81994	T63.421D	"Toxic effect of venom of ants, accidental (unintentional), subsequent encounter"
81995	T63.421S	"Toxic effect of venom of ants, accidental (unintentional), sequela"
81998	T63.422D	"Toxic effect of venom of ants, intentional self-harm, subsequent encounter"
81999	T63.422S	"Toxic effect of venom of ants, intentional self-harm, sequela"
82002	T63.423D	"Toxic effect of venom of ants, assault, subsequent encounter"
82003	T63.423S	"Toxic effect of venom of ants, assault, sequela"
82006	T63.424D	"Toxic effect of venom of ants, undetermined, subsequent encounter"
82007	T63.424S	"Toxic effect of venom of ants, undetermined, sequela"
82011	T63.431D	"Toxic effect of venom of caterpillars, accidental (unintentional), subsequent encounter"
82012	T63.431S	"Toxic effect of venom of caterpillars, accidental (unintentional), sequela"
82015	T63.432D	"Toxic effect of venom of caterpillars, intentional self-harm, subsequent encounter"
82016	T63.432S	"Toxic effect of venom of caterpillars, intentional self-harm, sequela"
82019	T63.433D	"Toxic effect of venom of caterpillars, assault, subsequent encounter"
82020	T63.433S	"Toxic effect of venom of caterpillars, assault, sequela"
82023	T63.434D	"Toxic effect of venom of caterpillars, undetermined, subsequent encounter"
82024	T63.434S	"Toxic effect of venom of caterpillars, undetermined, sequela"
82028	T63.441D	"Toxic effect of venom of bees, accidental (unintentional), subsequent encounter"
82029	T63.441S	"Toxic effect of venom of bees, accidental (unintentional), sequela"
82032	T63.442D	"Toxic effect of venom of bees, intentional self-harm, subsequent encounter"
82033	T63.442S	"Toxic effect of venom of bees, intentional self-harm, sequela"
82036	T63.443D	"Toxic effect of venom of bees, assault, subsequent encounter"
82037	T63.443S	"Toxic effect of venom of bees, assault, sequela"
82040	T63.444D	"Toxic effect of venom of bees, undetermined, subsequent encounter"
82041	T63.444S	"Toxic effect of venom of bees, undetermined, sequela"
82045	T63.451D	"Toxic effect of venom of hornets, accidental (unintentional), subsequent encounter"
82046	T63.451S	"Toxic effect of venom of hornets, accidental (unintentional), sequela"
82049	T63.452D	"Toxic effect of venom of hornets, intentional self-harm, subsequent encounter"
82050	T63.452S	"Toxic effect of venom of hornets, intentional self-harm, sequela"
82053	T63.453D	"Toxic effect of venom of hornets, assault, subsequent encounter"
82054	T63.453S	"Toxic effect of venom of hornets, assault, sequela"
82057	T63.454D	"Toxic effect of venom of hornets, undetermined, subsequent encounter"
82058	T63.454S	"Toxic effect of venom of hornets, undetermined, sequela"
82062	T63.461D	"Toxic effect of venom of wasps, accidental (unintentional), subsequent encounter"
82063	T63.461S	"Toxic effect of venom of wasps, accidental (unintentional), sequela"
82066	T63.462D	"Toxic effect of venom of wasps, intentional self-harm, subsequent encounter"
82067	T63.462S	"Toxic effect of venom of wasps, intentional self-harm, sequela"
82070	T63.463D	"Toxic effect of venom of wasps, assault, subsequent encounter"
82071	T63.463S	"Toxic effect of venom of wasps, assault, sequela"
82074	T63.464D	"Toxic effect of venom of wasps, undetermined, subsequent encounter"
82075	T63.464S	"Toxic effect of venom of wasps, undetermined, sequela"
82079	T63.481D	"Toxic effect of venom of other arthropod, accidental (unintentional), subsequent encounter"
82080	T63.481S	"Toxic effect of venom of other arthropod, accidental (unintentional), sequela"
82083	T63.482D	"Toxic effect of venom of other arthropod, intentional self-harm, subsequent encounter"
82084	T63.482S	"Toxic effect of venom of other arthropod, intentional self-harm, sequela"
82087	T63.483D	"Toxic effect of venom of other arthropod, assault, subsequent encounter"
82088	T63.483S	"Toxic effect of venom of other arthropod, assault, sequela"
82091	T63.484D	"Toxic effect of venom of other arthropod, undetermined, subsequent encounter"
82092	T63.484S	"Toxic effect of venom of other arthropod, undetermined, sequela"
82097	T63.511D	"Toxic effect of contact with stingray, accidental (unintentional), subsequent encounter"
82098	T63.511S	"Toxic effect of contact with stingray, accidental (unintentional), sequela"
82101	T63.512D	"Toxic effect of contact with stingray, intentional self-harm, subsequent encounter"
82102	T63.512S	"Toxic effect of contact with stingray, intentional self-harm, sequela"
82105	T63.513D	"Toxic effect of contact with stingray, assault, subsequent encounter"
82106	T63.513S	"Toxic effect of contact with stingray, assault, sequela"
82109	T63.514D	"Toxic effect of contact with stingray, undetermined, subsequent encounter"
82110	T63.514S	"Toxic effect of contact with stingray, undetermined, sequela"
82114	T63.591D	"Toxic effect of contact with other venomous fish, accidental (unintentional), subsequent encounter"
82115	T63.591S	"Toxic effect of contact with other venomous fish, accidental (unintentional), sequela"
82118	T63.592D	"Toxic effect of contact with other venomous fish, intentional self-harm, subsequent encounter"
82119	T63.592S	"Toxic effect of contact with other venomous fish, intentional self-harm, sequela"
82122	T63.593D	"Toxic effect of contact with other venomous fish, assault, subsequent encounter"
82123	T63.593S	"Toxic effect of contact with other venomous fish, assault, sequela"
82126	T63.594D	"Toxic effect of contact with other venomous fish, undetermined, subsequent encounter"
82127	T63.594S	"Toxic effect of contact with other venomous fish, undetermined, sequela"
82132	T63.611D	"Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional), subsequent encounter"
82133	T63.611S	"Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional), sequela"
82136	T63.612D	"Toxic effect of contact with Portuguese Man-o-war, intentional self-harm, subsequent encounter"
82137	T63.612S	"Toxic effect of contact with Portuguese Man-o-war, intentional self-harm, sequela"
82140	T63.613D	"Toxic effect of contact with Portuguese Man-o-war, assault, subsequent encounter"
82141	T63.613S	"Toxic effect of contact with Portuguese Man-o-war, assault, sequela"
82144	T63.614D	"Toxic effect of contact with Portuguese Man-o-war, undetermined, subsequent encounter"
82145	T63.614S	"Toxic effect of contact with Portuguese Man-o-war, undetermined, sequela"
82149	T63.621D	"Toxic effect of contact with other jellyfish, accidental (unintentional), subsequent encounter"
82150	T63.621S	"Toxic effect of contact with other jellyfish, accidental (unintentional), sequela"
82153	T63.622D	"Toxic effect of contact with other jellyfish, intentional self-harm, subsequent encounter"
82154	T63.622S	"Toxic effect of contact with other jellyfish, intentional self-harm, sequela"
82157	T63.623D	"Toxic effect of contact with other jellyfish, assault, subsequent encounter"
82158	T63.623S	"Toxic effect of contact with other jellyfish, assault, sequela"
82161	T63.624D	"Toxic effect of contact with other jellyfish, undetermined, subsequent encounter"
82162	T63.624S	"Toxic effect of contact with other jellyfish, undetermined, sequela"
82166	T63.631D	"Toxic effect of contact with sea anemone, accidental (unintentional), subsequent encounter"
82167	T63.631S	"Toxic effect of contact with sea anemone, accidental (unintentional), sequela"
82170	T63.632D	"Toxic effect of contact with sea anemone, intentional self-harm, subsequent encounter"
82171	T63.632S	"Toxic effect of contact with sea anemone, intentional self-harm, sequela"
82174	T63.633D	"Toxic effect of contact with sea anemone, assault, subsequent encounter"
